Hrabušice,053 15,62
Hradisko,059 71,21
Hradisko,082 67,49
Hradisko,090 42,65
Hradište,958 54,43
Hradište,985 25,46
Hradište pod Vrátnom,906 12,58
Hradištská Moľva,072 06,37
Hradná,013 52,11
Hrádok,916 33,41
Hrachovište,916 16,41
Hrachovo,980 52,53
Hraň,076 03,68
Hraničné,065 22,63
Hranovnica,059 16,47
Hrašné,916 14,38
Hrašovík,044 42,27
Hrboltová,034 01,55
Hrčeľ,076 15,68
Hrhov,049 44,54
Hriadky,076 22,68
Hričovské Podhradie,013 41,79
Hriňová,962 05,13
Hrišovce,053 51,17
Hrkáč,982 62,53
Hrkovce,936 01,30
Hrlica,982 66,52
Hrnčiarky,985 22,46
Hrnčiarovce nad Parnou,919 35,70
Hrnčiarové,916 12,41
Hrnčiarska Ves,980 13,46
Hrnčiarske Zalužany,980 12,46
Hrochoť,976 37,2
Hromoš,065 45,63
Hronec,976 45,10
Hronovce,935 61,30
Hronsek,976 31,2
Hronská Breznica,966 11,76
Hronská Dúbrava,966 11,78
Hronské Kľačany,935 29,30
Hronské Kosihy,935 27,30
Hronský Beňadik,966 53,77
Hrubá Borša,925 23,57
Hrubá Strana,916 11,41
Hruboňovo,951 25,40
Hrubov,067 23,19
Hrubý Buk,023 52,12
Hrubý Šúr,903 01,57
Hrušov,049 43,54
Hrušov,076 37,68
Hrušov,991 42,73
Hrušovany,956 13,67
Hrušové,916 11,41
Hrušovo,980 25,53
Hruštín,029 52,39
Hubice,930 39,15
Hubina,922 21,45
Hubošovce,082 66,56
Hubová,034 91,55
Hubovo,980 50,53
Hucín,049 13,52
Hudcovce,067 45,19
Hul,941 44,42
Humenné,066 01,19
Huncovce,059 92,21
Hunkovce,076 62,68
Hunkovce,090 03,65
Hurbanova Dolina,906 13,38
Hurbanova Ves,903 01,57
Hurbanovce,941 50,42
Hurbanovo,,22
Husák,072 51,61
Husarik,022 04,12
Husiná,985 42,53
Hutka,086 36,4
Huty,027 32,32
Hviezdoslavov,930 41,15
Hvozdnica,013 56,11
Hybe,032 31,32
Hýľov,044 12,27
Chalmová,972 45,50
Chanava,980 44,53
Chľaba,943 65,42
Chladná Studňa,985 26,46
Chlebnice,027 55,14
Chlmec,067 41,19
Chmeľnica,064 01,63
Chmeľov,082 15,49
Chmeľová,086 33,4
Chmeľovec,082 12,49
Chmiňany,082 33,49
Chminianska Nová Ves,082 33,49
Chminianske Jakubovany,082 33,49
Choča,951 76,75
Chocholná,913 04,69
Choňkovce,072 63,61
Chorvatice,935 84,30
Chorvátsky Grob,900 25,57
Chorváty,044 02,27
Chotár,968 01,77
Chotča,090 21,64
Chotín,946 31,22
Chrabrany,955 01,67
Chrámec,980 42,53
Chrasť,946 54,22
Chrasť nad Hornádom,053 63,62
Chrastince,991 08,73
Chrastné,044 44,27
Chrašťany,951 75,75
Chrenová,949 01,40
Chrenovec - Brusno,972 32,50
Chropov,908 64,59
Chrťany,991 21,73
Chtelnica,922 05,45
Chudá Lehota,956 38,1
Chvalová,982 62,52
Chvatimech,976 81,10
Chvojnica,906 06,38
Chvojnica,972 13,50
Chym,044 74,27
Chynorany,956 33,43
Chyzerovce,953 01,75
Chyžné,049 18,52
Igram,900 84,57
Ihľany,059 94,21
Ihráč,967 01,78
Ihrište,020 01,51
Iľanovo,031 01,32
Ilava,019 01,20
Iliaš,974 05,2
Iliašov,991 07,73
Iliašovce,053 11,62
Iliavka,019 01,20
Ilija,969 01,3
Imeľ,946 52,22
Imrov Kopec,991 21,73
Iňa,935 35,30
Iňačovce,072 11,37
Inovce,072 64,61
Ipeľ,985 26,46
Ipeľka,985 41,33
Ipeľské Predmostie,991 10,73
Ipeľské Úľany,935 82,30
Ipeľský Sokolec,935 75,30
Istebné,027 53,14
Istebník,911 05,69
Ivachnová,034 83,55
Ivančiná,038 45,71
Ivanice,980 42,53
Ivanišovo,985 51,13
Ivanka pri Dunaji,900 28,57
Ivanka pri Nitre,951 12,40
Ivanovce,913 05,69
Iviny,962 12,13
Iža,946 39,22
Ižipovce,032 23,32
Ižkovce,076 72,37
Ižop,932 01,15
Jabloň,067 13,19
Jablonec,900 86,44
Jablonica,906 32,58
Jablonka,906 21,38
Jablonov,053 03,31
Jablonov nad Turňou,049 43,54
Jabloňovce,935 06,30
Jablonové,013 52,11
Jablonové,900 54,34
Jabriková,976 34,2
Jacovce,956 21,67
Jahodná,930 21,15
Jahodníky,036 01,35
Jaklovce,055 61,17
Jakovany,083 01,56
Jakub,974 01,2
Jakubany,065 12,63
Jakubov,900 63,34
Jakubova Voľa,082 56,56
Jakubovany,032 04,32
Jakubovany,083 01,56
Jakušovce,090 31,64
Jalakšová,935 03,30
Jalná,966 11,78
Jalová,067 61,60
Jalovec,032 21,32
Jalovec,972 31,50
Jalšové,922 31,18
Jalšovík,962 41,28
Jamník,033 01,32
Jamník,053 22,62
Janice,980 42,53
Janík,044 05,27
Janíkovce,949 07,40
Janíky,930 39,15
Jankovce,067 24,19
Jánošíková,900 42,57
Jánošíkovo na Ostrove,930 10,15
Jánošovka,976 52,10
Janov,082 42,49
Janova Lehota,966 24,78
Janova Ves,958 44,43
Janovce,086 41,4
Jánovce,059 13,47
Jánovce,925 22,16
Janovík,082 03,49
Jarabá,977 01,10
Jarabina,065 31,63
Jarná,919 43,70
Jarok,937 01,30
Jarok,951 48,40
Jarovnice,082 63,56
Jasenica,018 17,48
Jasenie,976 75,10
Jasenov,066 01,19
Jasenov,072 42,61
Jasenová,026 01,14
Jasenovce,094 05,74
Jasenové,013 19,79
Jasenovo,038 22,71
Jasenovo,962 05,13
Jasenovská,029 57,39
Jaslovce,919 30,70
Jaslovské Bohunice,919 30,70
Jaslovské Bohunice-Atómová elektráreň,919 31,70
Jasov,044 23,27
Jasová,941 34,42
Jastrabá,967 01,78
Jastrabie pri Michalovciach,072 11,37
Jastrabie Kračany,930 03,15
Jastrabie nad Topľou,094 35,74
Jašov Vrch,962 25,13
Jatov,941 10,42
Javorec,906 05,58
Javorina,059 56,47
Javorina,976 53,10
Javorinka,925 01,16
Javorová,023 22,12
Jazernica,038 44,71
Jazviny,916 01,41
Jedlinka,086 36,4
Jedľové Kostoľany,951 96,75
Jedľovník,023 55,12
Jelenec,951 73,40
Jelka,925 23,16
Jelšava,049 16,52
Jelšavská Teplica,049 16,52
Jelšovce,951 43,40
Jelšovec,985 32,33
Jenkovce,072 52,61
Jergaly,976 02,2
Jesenské,935 36,30
Jesenské,980 02,53
Jestice,980 04,53
Ješkova Ves,958 45,43
Jezersko,059 04,21
Ješkova Ves nad Nitricou,972 25,50
Jovice,049 45,54
Jovsa,072 32,37
Jur nad Hronom,935 57,30
Jurkova Voľa,089 01,65
Jurová,930 04,15
Jurské,059 94,21
Jurský Chlm,943 52,42
Juskova Voľa,094 12,74
Kačanov,072 05,37
Kače,065 22,63
Kajal,925 92,16
Kaľamenová,038 22,71
Kalameny,034 82,55
Kaľava,053 42,62
Kalinčiakovo,934 01,30
Kalinka,962 25,13
Kalinkovo,900 43,57
Kalinov,023 02,12
Kalinov,068 01,36
Kalinovo,985 01,46
Kalná,935 32,30
Kalná nad Hronom,935 32,30
Kalná Roztoka,067 72,60
Kálnica,916 37,41
Kalnica,935 32,30
Kalnište,087 01,65
Kalonda,985 31,33
Kaloša,982 52,53
Kalša,044 18,27
Kaluža,072 36,37
Kamanová,956 12,67
Kameňany,049 62,52
Kamenec,934 01,30
Kamenec pod Vtáčnikom,972 44,50
Kamenica,082 71,56
Kamenica nad Cirochou,067 83,19
Kamenica nad Hronom,943 65,42
Kameničany,018 54,20
Kameničná,946 01,22
Kamenín,943 57,42
Kamenná Poruba,013 14,79
Kamenná Poruba,093 03,74
Kamenné Kosihy,991 27,73
Kamenný Chotár,935 02,30
Kamenný Most,943 58,42
Kamenný Vrch,992 01,73
Kamienka,065 32,63
Kamienka,067 83,19
Kanaš,082 21,49
Kanianka,972 17,50
Kapince,951 24,40
Kapišová,090 01,65
Kaplna,900 84,57
Kapoňa,076 84,68
Kapušany,082 12,49
Kapušianske Kľačany,079 01,37
Kapušianske Vojkovce,079 01,37
Kardošova Vieska,018 16,48
Karlov Dvor,076 33,68
Karlová,038 15,35
Karná,067 45,19
Karolína,937 01,30
Kašov,076 02,68
Kašova Lehôtka,962 34,76
Katarínska Huta,985 22,46
Kátlina,018 02,48
Kátlovce,919 55,70
Kátov,908 49,59
Katúň,053 04,31
Kava,945 01,22
Kazimír,076 13,68
Keblov - Zárieč,013 32,79
Kecerovce,044 47,27
Kecerovské Kostoľany,044 47,27
Kecerovské Pekľany,044 47,27
Kecerovský Lipovec,044 47,27
Kéč,946 19,22
Kečkovce,090 11,65
Kečovo,049 55,54
Kechnec,044 58,27
Kendereš,94110,42
Kendice,082 01,49
Kesovce,980 45,53
Keť,935 64,30
Kevice,038 45,71
Kežmarok,060 01,21
Kežmarské Žľaby,059 60,47
Kiarov,991 06,73
Kinčeš,076 62,68
Kírť,991 22,73
Kišovce,059 12,47
Kľačany,920 64,18
Kľačany,956 02,67
Kľačany,966 11,78
Kľače,013 19,79
Kľačno,972 15,50
Kľačno,034 01,55
Kladzany,094 21,74
Kľak,966 77,77
Klasov,951 53,40
Klastava,969 01,3
Kláštor pod Znievom,038 43,35
Klátova Nová Ves,958 44,43
Klčov,053 02,31
Klčovany,919 08,70
Kleňany,991 10,73
Klenov,082 44,49
Klenová,067 72,60
Klenovec,980 55,53
Klieština,018 02,48
Klin,023 22,12
Klin,029 41,39
Klin nad Bodrogom,076 31,68
Klíž,958 45,43
Klížska Nemá,946 19,22
Klížske Hradište,958 45,43
Klobušice,019 01,20
Klokoč,962 25,13
Klokočina,949 11,40
Klokočov,023 22,12
Klokočov,072 36,37
Klubina,023 04,12
Kľučiareň,925 71,66
Kľúčiarove Kračany,930 03,15
Kľúčové,914 41,69
Kľúčovec,930 07,15
Kluknava,053 51,17
Kľušov,086 22,4
Kľušovská Zábava,086 22,4
Kmeťovce,935 03,30
Kmeťovo,941 62,42
Kňažia,026 01,14
Kobeliarovo,049 23,54
Kobylnice,087 01,65
Kobyly,086 22,4
Koceľovce,049 35,54
Kociha,980 52,53
Kocurany,972 02,50
Kocurice,921 01,45
Kočín,922 04,45
Kočovce,916 31,41
Kochanovce,066 01,19
Kochanovce,086 46,4
Kochanovce,913 05,69
Kochnáč,956 54,1
Kojatice,082 32,49
Kojatická Dolina,082 32,49
Kojšov,055 52,17
Kokava nad Rimavicou,985 05,46
Kokošovce,082 52,49
Kokšov - Bakša,044 13,27
Kolačkov,065 11,63
Kolačno,958 41,43
Koláre,991 09,73
Kolárovice,013 54,11
Kolárovo,946 03,22
Kolbasov,067 66,60
Kolbovce,090 31,64
Kolibabovce,072 61,61
Kolíňany,951 78,40
Kolinovce,053 42,62
Kolónia,076 42,68
Kolónia,929 01,15
Kolónia,930 35,15
Kolónia,943 56,42
Kolonica,067 61,60
Kolta,941 33,42
Komanica,072 15,37
Komárany,093 01,74
Komárno,,22
Komárno,962 05,13
Komárov,086 11,4
Komárovce,044 55,27
Komárovce,073 01,61
Komjatice,941 06,42
Komjatná,034 96,55
Komoča,941 21,42
Komov,976 52,10
Končitá,027 05,14
Koniarovce,956 13,67
Konkoľ,947 01,22
Konrádovce,980 32,53
Konská,013 13,79
Konská,032 04,32
Konské,038 52,35
Koňuš,072 63,61
Kopanice,023 56,12
Kopanice,966 61,77
Kopčany,908 48,59
Kopec,018 31,20
Kopernica,967 01,78
Koplotovce,920 01,18
Kopráš,049 16,52
Koprivnica,086 43,4
Kordíky,976 34,2
Korejovce,090 05,65
Korňa,023 21,12
Kornica,023 22,12
Koromľa,072 62,61
Korunková,090 31,64
Korytárky,962 04,13
Korytné,013 54,11
Korytné,053 05,31
Korytnica - kúpele,034 73,55
Kosihovce,991 25,73
Kosihy nad Ipľom,991 11,73
Kosorín,966 24,78
Kostiviarska,974 01,2
Kostivrch,968 01,77
Kostoľany nad Hornádom,044 31,27
Kostoľany pod Tribečom,951 77,75
Kostolec,017 05,48
Kostolište,900 62,34
Kostolná,962 12,13
Kostolná - Záriečie,913 04,69
Kostolná Gala,930 34,15
Kostolná pri Dunaji,903 01,57
Kostolná Ves,972 26,50
Kostolné,916 13,38
Kostolné Kračany,930 03,15
Kostolné Mitice,913 22,69
Kostolné Moravce,962 71,28
Kostolný Sek,942 01,42
Koš,972 41,50
Košariská,906 15,38
Košarovce,094 06,19
Košeca,018 64,20
Košecké Podhradie,018 31,20
Košecké Rovné,018 32,20
Košice,,23
Košice - Barca,040 17,26
Košice - Dargovských Hrdinov,,25
Košice - Džungľa,,23
Košice - Juh,,26
Košice - Kavečany,040 01,23
Košice - Košická Nová Ves,040 14,25
Košice - Krásna,040 18,26
Košice - Lorinčík,040 11,24
Košice - Luník IX,,24
Košice - Myslava,040 16,24
Košice - Nad Jazerom,,26
Košice - Pereš,040 11,24
Košice - Poľov,040 15,24
Košice - Sever,,23
Košice - Sídlisko KVP,,24
Košice - Sídlisko Ťahanovce,,23
Košice - Staré Mesto,040 01,23
Košice - Šaca,040 15,24
Košice - Šebastovce,040 17,26
Košice - Ťahanovce,040 13,23
Košice - Vyšné Opátske,040 01,26
Košice - Západ,040 11,24
Košice - Železiarne,044 54,24
Košická Belá,044 65,27
Košická Polianka,044 41,27
Košické Oľšany,044 42,27
Košický Klečenov,044 45,27
Koškovce,067 12,19
Košolná,919 01,70
Košťany,044 13,27
Košťany nad Turcom,038 41,35
Košúty,036 01,35
Košúty,925 09,16
Kotelnica,946 54,22
Kotešová,013 61,11
Kotmanová,985 53,33
Kotrčiná Lúčka,013 02,79
Kováčov,943 65,42
Kováčová,049 42,54
Kováčová,962 37,76
Kováčovce,991 06,73
Koválov,906 03,58
Koválovec,908 63,59
Kovarce,956 15,67
Kozárovce,935 22,30
Kozelec,065 45,63
Kozelník,966 15,3
Kozí Vrbovok,962 41,28
Kozinská,027 05,14
Kožany,086 12,4
Kožuchov,076 01,68
Kožuchovce,090 22,64
Kračúnovce,087 01,65
Krahule,967 01,78
Krajná Bystrá,090 05,65
Krajná Poľana,090 05,65
Krajná Porúbka,090 05,65
Krajné,916 16,38
Krajné Čierno,090 03,65
Krakovany,922 02,45
Kráľ,980 45,53
Králik,982 01,52
Králiky,976 34,2
Kráľka,946 03,22
Kráľov Brod,925 41,16
Kráľová,960 01,76
Kráľová,974 05,2
Kráľova Lehota,032 33,32
Kráľová nad Váhom,925 91,66
Kráľová pri Senci,900 50,57
Kraľovany,027 51,14
Kráľovce,044 44,27
Kráľovce,962 65,28
Kráľovce - Krnišov,962 65,28
Kráľovianky,931 01,15
Kráľovičová,935 84,30
Kráľovičove Kračany,930 03,15
Kráľovský Chlmec,077 01,68
Krám,976 52,10
Kraskovo,980 26,53
Krásna,980 51,53
Krásna,985 41,33
Krásna Hôrka,027 44,72
Krásna Lúka,082 73,56
Krásna Ves,956 53,1
Krasňany,013 03,79
Krásno,958 43,43
Krásno nad Kysucou,023 02,12
Krásnohorská Dlhá Lúka,049 45,54
Krásnohorské Podhradie,049 41,54
Krásnovce,072 01,37
Krásny Brod,068 01,36
Krásny Dub,913 33,69
Krátke Kesy,946 32,22
Kravany,059 18,47
Kravany,076 61,68
Kravany nad Dunajom,946 36,22
Kravárska,013 32,79
Krčava,072 51,61
Kremná,065 22,63
Kremnica,967 01,78
Kremnické Bane,967 01,78
Kremnička,974 05,2
Kristy,072 55,61
Krišľovce,090 31,64
Krišovská Liesková,079 01,37
Krivá,027 55,14
Krivá Oľka,067 04,36
Kriváň,962 04,13
Krivany,082 71,56
Krivé,086 04,4
Krivec I,962 05,13
Krivec II,962 05,13
Krivoklát,018 52,20
Krivosúd - Bodovka,913 11,69
Krivošťany,072 22,37
Kríž nad Váhom,916 26,41
Krížany,079 01,37
Kríže,086 04,4
Krížny Vrch,934 01,30
Krížová Ves,059 01,21
Krížovany,082 33,49
Križovany nad Dudváhom,919 24,70
Krížový Dvor,946 19,22
Krkošky,022 04,12
Krmeš,032 13,32
Krná,985 25,46
Krnča,956 19,67
Krné,962 12,13
Krnišov,962 65,28
Krokava,982 67,53
Krompachy,053 42,62
Krpeľany,038 54,35
Krškany,934 01,30
Krtovce,956 03,67
Kručov,090 32,64
Krupina,963 01,28
Krušetnica,029 54,39
Krušinec,091 01,64
Krušovce,956 31,67
Kružlov,086 04,4
Kružlová,090 02,65
Kružlovská Huta,086 04,4
Kružná,049 51,54
Kružno,979 01,53
Kšinná,956 41,1
Kubáňovo,935 75,30
Kubíková,013 05,79
Kubínska,029 57,39
Kubrá,911 01,69
Kubrica,911 01,69
Kucany,076 75,37
Kučín,086 12,4
Kučín,094 21,74
Kuchyňa,900 52,34
Kuklov,908 78,58
Kuková,086 44,65
Kukučínov,937 01,30
Kunerad,013 13,79
Kunešov,967 01,78
Kunov,905 01,58
Kunova Teplica,049 32,54
Kuraľany,935 64,30
Kurima,086 12,4
Kurimany,054 01,31
Kurimka,090 16,65
Kurinec,979 01,53
Kurov,086 04,4
Kurtáň,986 01,33
Kusín,072 32,37
Kútniky,929 01,15
Kúty,908 01,58
Kúty,971 01,50
Kuzmice,076 12,68
Kuzmice,956 21,67
Kvačany,032 23,32
Kvačany,082 41,49
Kvakovce,094 02,74
Kvašov,020 62,51
Kvetnica,058 01,47
Kvetoslavov,930 41,15
Kýčerka,022 04,12
Kyjatice,980 54,53
Kyjov,065 48,63
Kykula,913 04,69
Kynceľová,974 01,2
Kynceľove Kračany,930 03,15
Kynek,949 01,40
Kysak,044 81,27
Kyselica,930 30,15
Kysihýbel,969 01,3
Kysta,076 02,68
Kysuca,976 53,10
Kysucké Nové Mesto,,29
Kysucký Lieskovec,023 34,29
Kyzka,022 04,12
Láb,900 67,34
Lackov,962 44,28
Lacková,065 01,63
Lackovce,066 01,19
Laclavá,038 22,71
Lačnov,082 36,49
Lada,082 12,49
Ladce,018 63,20
Ladice,951 77,75
Ladislavov Dvor,934 01,30
Ladmovce,076 34,68
Ladomerská Vieska,965 01,78
Ladomirov,067 71,60
Ladomirová,090 03,65
Ladunkov,022 04,12
Ladzany,962 65,28
Lakšárska Nová Ves,908 76,58
Lalinok,013 31,79
Lančár,922 04,45
Lándor,945 01,22
Lány,023 04,12
Lascov,086 45,4
Laskár,038 43,35
Laskár,972 71,50
Lastomír,072 37,37
Lastovce,076 14,68
Laškovce,072 01,37
Látkovce,957 01,1
Látky,985 45,13
Lazany,038 43,35
Lazany,972 11,50
Lazisko,032 11,32
Lazy pod Makytou,020 55,51
Lažany,082 32,49
Lažteky,962 63,76
Lednica,020 63,51
Lednické Rovne,020 61,51
Lefantovce,951 45,40
Legnava,065 46,63
Lehnice,930 37,15
Lehota,951 36,40
Lehota nad Rimavicou,980 53,53
Lehota pod Vtáčnikom,972 42,50
Lehotská,029 57,39
Lehôtka,985 11,33
Lehôtka pod Brehmi,966 01,78
Lechnica,059 06,21
Lekárovce,072 54,61
Leľa,943 65,42
Leles,076 84,68
Lemešany,082 03,49
Lenartov,086 06,4
Lenartovce,980 44,53
Lendak,059 07,21
Lenka,980 50,53
Lentvora,985 13,33
Leopoldov,920 41,18
Lesenice,991 08,73
Lesíček,082 07,49
Lesné,071 01,37
Lesné Kračany,930 03,15
Lesnica,065 33,63
Lešť,962 63,76
Leštiny,026 01,14
Letanovce,053 13,62
Letničie,908 44,59
Leváre,982 62,52
Levice,,30
Levkuška,982 62,52
Levoča,054 01,31
Levočská Dolina,054 01,31
Levočské Lúky,054 01,31
Ležiachov,038 42,35
Libichava,956 38,1
Licince,049 14,52
Ličartovce,082 03,49
Lidér Tejed,929 01,15
Liesek,027 12,72
Lieskov - Dolný Lieskov,018 21,48
Lieskov - Horný Lieskov,018 21,48
Lieskov - Podskalie,018 22,48
Lieskov - Tŕstie,018 22,48
Liesková,079 01,37
Lieskovany,053 21,62
Lieskové,906 33,58
Lieskové - Zemianske Lieskové,913 05,69
Lieskovec,067 45,19
Lieskovec,962 21,76
Liešno,038 22,71
Liešťany,972 27,50
Lietava,013 18,79
Lietavská Lúčka,013 11,79
Lietavská Svinná,013 11,79
Lietavská Závadka,013 18,79
Likavka,034 95,55
Likier,981 01,53
Limbach,900 91,44
Lipany,082 71,56
Lipník,935 21,30
Lipník,972 32,50
Lipníky,082 12,49
Lipníky - Podhrabina,082 15,49
Lipová,086 12,4
Lipová,941 02,42
Lipovany,985 31,33
Lipovce,082 36,49
Lipovce - chaty,082 36,49
Lipové,946 14,22
Lipovec,038 61,35
Lipovec,980 23,53
Lipovník,049 42,54
Lipovník,956 01,67
Liptovská Anna,032 23,32
Liptovská Kokava,032 44,32
Liptovská Lúžna,034 72,55
Liptovská Ondrašová,031 05,32
Liptovská Osada,034 73,55
Liptovská Porúbka,033 01,32
Liptovská Sielnica,032 23,32
Liptovská Štiavnica,034 01,55
Liptovská Teplá,034 83,55
Liptovská Teplička,059 40,47
Liptovské Beharovce,032 21,32
Liptovské Kľačany,032 14,32
Liptovské Matiašovce,032 23,32
Liptovské Revúce,034 74,55
Liptovské Sliače,034 84,55
Liptovský Hrádok,033 01,32
Liptovský Ján,032 03,32
Liptovský Michal,034 83,55
Liptovský Mikuláš,,32
Liptovský Ondrej,032 04,32
Liptovský Peter,033 01,32
Liptovský Trnovec,031 01,32
Lisková,034 81,55
Lišov,962 71,28
Litava,962 44,28
Litmanová,065 31,63
Livina,956 32,43
Livinské Opatovce,956 32,43
Livov,086 05,4
Livovská Huta,086 05,4
Lodno,023 34,29
Lok,935 38,30
Lokca,029 51,39
Lom nad Rimavicou,976 53,10
Lomná,029 54,39
Lomné,090 33,64
Lomnica,972 27,50
Lomnička,065 03,63
Lonec,962 63,76
Lontov,935 75,30
Lopašov,908 63,59
Lopej,976 98,10
Lopúchov,086 41,4
Lopušná,023 36,29
Lopušné Pažite - Lopušná,023 36,29
Lopušné Pažite - Pažite,023 36,29
Lošonec,919 04,70
Lovce,951 92,75
Lovča,966 21,78
Lovčica,966 23,78
Lovčica - Trubín,966 23,78
Lovinobaňa,985 54,33
Lozorno,900 55,34
Ložín,072 05,37
Ľubá,943 53,42
Ľubeľa,032 14,32
Lubeník,049 18,52
Ľubianka,972 47,50
Ľubica,059 71,21
Ľubienka,985 07,46
Ľubietová,976 55,2
Lubina,916 12,41
Ľubiša,067 11,19
Ľubochňa,034 91,55
Ľuborča,914 41,69
Ľuboreč,985 11,33
Ľuboriečka,991 02,73
Ľubotice,080 06,49
Ľubotín,065 41,63
Ľubovec,082 42,49
Lúč na Ostrove,930 03,15
Lučatín,976 61,2
Lučenec,,33
Lúčina,082 07,49
Lučivná,059 31,47
Lúčka,049 42,54
Lúčka,053 03,31
Lúčka,082 71,56
Lúčka,087 01,65
Lučkovce,072 03,37
Lúčky,034 82,55
Lúčky,072 34,37
Lúčky,967 01,78
Lúčky - kúpele,034 82,55
Lúčnica nad Žitavou,951 88,40
Ludanice,956 11,67
Ľudovítov,941 11,42
Ľudovítová,951 44,40
Ľudvikov dvor,040 15,27
Ludrová,034 71,55
Luhyňa,076 14,68
Lúka,916 33,41
Lukačovce,067 24,19
Lukáčovce,951 23,40
Lukavica,086 21,4
Lukavica,962 31,76
Lukavica,966 81,77
Lukov,086 05,4
Lukové,962 21,76
Lukovištia,980 26,53
Lúky,013 31,79
Lúky,020 53,51
Lúky,946 14,22
Lula,935 35,30
Lupoč,985 11,33
Luskovica,916 16,38
Lutila,966 22,78
Ľutina,082 57,56
Lutiše,013 05,79
Ľutov,957 03,1
Lužany,956 07,67
Lužany pri Topli,087 01,65
Lužianky,951 41,40
Lysá nad Dunajcom,061 01,21
Lysá pod Makytou,020 54,51
Lysica,013 05,79
Macov,930 32,15
Mačonáš,925 41,16
Mačov,972 25,50
Mad,930 14,15
Madačka,985 13,33
Madérét,930 28,22
Madočany,034 83,55
Madunice,922 42,18
Madzín,013 62,11
Magnezitovce,049 16,52
Magurka,032 15,32
Machalovce,059 13,47
Machulince,951 93,75
Majcichov,919 22,70
Majdan,082 57,56
Majer,094 31,74
Majer,974 01,2
Majere,061 01,21
Majere,935 05,30
Majeríčky,906 05,58
Majerka,059 94,21
Majerovce,094 09,74
Makov,023 56,12
Makovce,090 23,64
Malá Bara,076 32,68
Malá Baračka,935 36,30
Malá Budafa,930 34,15
Malá Bytča,014 01,11
Malá Čalomija,991 08,73
Malá Čausa,971 01,50
Malá Čierna,015 01,79
Malá Dolina,985 53,33
Malá Domaša,094 02,74
Malá Franková,059 78,21
Malá Hradná,956 54,1
Malá Ida,044 20,27
Malá Iža,945 01,22
Malá Lehota,966 42,77
Malá Lehota,972 42,50
Malá Lodina,044 32,27
Malá Lúč,930 03,15
Malá Mača,925 21,16
Malá Maňa,941 45,42
Malá Mužla,943 52,42
Malá nad Hronom,943 65,42
Malá Paka,930 51,15
Malá Poľana,090 24,64
Malá Tŕňa,076 82,68
Malá Ves,984 01,33
Malá Vieska,044 31,27
Malacky,901 01,34
Malachov,974 05,2
Málaš,935 67,30
Malatiná,026 01,14
Malatíny,032 15,32
Malcov,086 06,4
Malčice,072 06,37
Malé Bedzany,955 01,67
Malé Bielice,958 04,43
Malé Bierovce,913 05,69
Malé Blahovo,929 01,15
Malé Borové,027 32,32
Malé Dvorany,956 01,67
Malé Dvorníky,929 01,15
Malé Hoste,956 37,1
Malé Chlievany,957 01,1
Malé Chyndice,951 54,40
Malé Kosihy,943 61,42
Malé Košecké Podhradie,018 31,20
Malé Kozmálovce,935 21,30
Malé Krškany,934 01,30
Malé Kršteňany,958 03,43
Malé Lednice,018 16,48
Malé Leváre,908 74,34
Malé Ludince,937 01,30
Malé Orvište,922 01,45
Malé Ostratice,956 34,43
Malé Ozorovce,078 01,68
Malé Raškovce,072 17,37
Malé Ripňany,956 07,67
Malé Stankovce,913 11,69
Malé Straciny,990 01,73
Malé Teriakovce,980 51,53
Malé Trakany,076 42,68
Malé Uherce,958 03,43
Malé Vozokany,951 82,75
Malé Zalužice,072 34,37
Malé Zálužie,951 24,40
Malé Zlievce,991 22,73
Málinec,985 26,46
Malinová,972 13,50
Malinovec,935 87,30
Malinovo,900 45,57
Malinô Brdo,034 01,55
Malužiná,032 34,32
Malý Báb,951 34,40
Malý Biel,900 24,57
Malý Bysterec,026 01,14
Malý Cetín,951 07,40
Malý Čepčín,038 45,71
Malý Horeš,076 52,68
Malý Jatov,941 10,42
Malý Kamenec,076 36,68
Malý Kiar,934 01,30
Malý Kolačín,018 51,20
Malý Krtíš,990 01,73
Malý Lapáš,951 04,40
Malý Lég,930 37,15
Malý Lipník,065 46,63
Malý Madaras,900 44,57
Malý Ostrov,946 03,22
Malý Pesek,937 01,30
Malý Ruskov,075 01,68
Malý Slavkov,060 01,21
Malý Slivník,082 67,49
Malý Šariš,080 01,49
Malženice,919 29,70
Maňa,941 45,42
Mangútovo,962 05,13
Mankovce,951 91,75
Marcelová,946 32,22
Marček,013 32,79
Margecany,055 01,17
Marhaň,086 45,4
Marianka,900 33,34
Markovce,072 06,37
Markuška,049 34,54
Markušovce,053 21,62
Maršová,013 51,11
Martin,036 01,35
Svätý Martin,903 01,57
Martin nad Žitavou,953 01,75
Martinček,034 95,55
Martinová,951 88,40
Martinová,980 41,53
Martovce,947 01,22
Marušová,935 33,30
Maslovce,930 39,15
Masníkovo,930 36,15
Maša,985 22,46
Mašková,985 11,33
Maškovce,067 32,19
Maštinec,987 01,46
Matejovce,059 51,47
Matejovce nad Hornádom,053 21,62
Matejovec,916 16,38
Matiaška,094 31,74
Matiašovce,059 04,21
Matovce,090 42,65
Maťovské Vojkovce,079 01,37
Matušíková,972 28,50
Matúškovo,925 01,16
Matysová,065 46,63
Mazorníkovo,977 03,10
Mečedelovce,053 14,31
Medné,020 61,51
Meďov,071 01,37
Medovarce,962 65,28
Medvecké,935 41,30
